userid,propertyid,rating_(1-5),area_type,location,bedrooms,total_sqft,bath,balcony,price
392,P2680,4,Carpet Area,KR Puram,2,1355.0,2,2,13777000
1069,P2922,3,Built-up Area,Thanisandra,2,962.0,2,2,7804000
649,P1796,1,Super built-up Area,KR Puram,2,1065.0,2,2,10827000
797,P1171,4,Carpet Area,RT Nagar,4,3341.0,4,2,29438000
987,P3157,5,Built-up Area,Bellandur,3,1687.0,3,3,10968000
1100,P2930,5,Carpet Area,Indiranagar,2,907.0,2,3,7060000
866,P1071,3,Built-up Area,Ramamurthy Nagar,2,953.0,2,3,10886000
297,P2150,2,Built-up Area,Rajaji Nagar,3,2125.0,3,1,22027000
988,P2531,4,Built-up Area,Kanakapura Road,1,603.0,1,2,4420000
522,P2282,4,Super built-up Area,Kanakapura Road,2,997.0,2,2,7038000
1006,P1948,3,Plot Area,Yeshwantpur,2,941.0,2,1,4818000
155,P2448,5,Built-up Area,HSR Layout,4,2054.0,3,1,21634000
568,P2472,5,Carpet Area,HSR Layout,2,1309.0,2,3,14199000
878,P1972,4,Super built-up Area,Marathahalli,3,1852.0,3,3,16483000
231,P1737,5,Carpet Area,KR Puram,2,1067.0,2,1,11399000
1013,P1724,4,Super built-up Area,Malleshwaram,2,1215.0,2,2,7015000
832,P2318,5,Plot Area,Sarjapur Road,3,1813.0,3,2,12514000
791,P1980,3,Carpet Area,Sarjapur Road,2,1159.0,2,2,8000000
994,P3429,3,Plot Area,Bannerghatta Road,3,1614.0,3,2,15314000
299,P2655,5,Carpet Area,Marathahalli,2,947.0,2,2,8415000
819,P2631,4,Built-up Area,Kaggadasapura,1,752.0,1,1,8564000
598,P1005,4,Built-up Area,Ramamurthy Nagar,2,859.0,2,2,9678000
224,P2993,5,Super built-up Area,Electronic City,2,1098.0,2,1,9048000
359,P3391,4,Built-up Area,Whitefield,3,1932.0,3,2,9894000
102,P1746,5,Carpet Area,Thanisandra,2,1256.0,2,2,9566000
605,P2407,1,Carpet Area,Hebbal,2,1028.0,2,1,6091000
1018,P3059,4,Plot Area,BTM Layout,3,1669.0,3,3,13022000
912,P3048,2,Plot Area,Whitefield,3,1842.0,3,1,9554000
863,P2749,3,Plot Area,Hebbal,3,1842.0,3,1,9730000
484,P1002,4,Carpet Area,Ramamurthy Nagar,3,1809.0,3,2,18172000
947,P2141,5,Super built-up Area,Yelahanka,4,1912.0,3,0,17139000
964,P1781,1,Carpet Area,Thanisandra,5,5592.0,4,2,42570000
273,P1090,4,Plot Area,Devanahalli,3,1721.0,3,1,14301000
220,P1865,1,Built-up Area,Ramamurthy Nagar,3,1494.0,3,0,15799000
161,P1626,3,Built-up Area,Frazer Town,2,1275.0,2,1,8199000
471,P1973,4,Built-up Area,Malleshwaram,2,1058.0,2,1,6633000
649,P3183,4,Super built-up Area,Marathahalli,2,1010.0,2,1,10222000
778,P1246,5,Built-up Area,Yeshwantpur,1,828.0,1,2,4670000
306,P3009,3,Carpet Area,Yeshwantpur,2,897.0,2,2,4840000
473,P2137,5,Super built-up Area,Hebbal,3,1338.0,3,3,6891000
807,P1664,4,Plot Area,KR Puram,3,1706.0,3,0,18298000
392,P2786,2,Super built-up Area,Indiranagar,2,1270.0,2,3,10655000
114,P1406,1,Carpet Area,Ramamurthy Nagar,2,1374.0,2,0,14170000
912,P1590,3,Carpet Area,Thanisandra,2,1277.0,2,1,10690000
938,P1508,2,Carpet Area,Jayanagar,3,1554.0,3,2,13784000
1032,P2813,5,Built-up Area,Koramangala,2,872.0,2,1,5101000
614,P3092,1,Carpet Area,Malleshwaram,2,1078.0,2,0,6136000
571,P2108,3,Super built-up Area,Rajaji Nagar,3,1348.0,3,2,14159000
794,P2737,4,Super built-up Area,HSR Layout,2,1109.0,2,1,11181000
1059,P2606,2,Built-up Area,Kaggadasapura,2,1344.0,2,2,14461000
283,P3237,5,Built-up Area,Frazer Town,2,1349.0,2,1,8789000
421,P2864,3,Super built-up Area,Banashankari,3,1332.0,3,1,8830000
618,P2234,3,Carpet Area,Ramamurthy Nagar,1,475.0,1,1,6149000
775,P1148,4,Plot Area,Kaggadasapura,2,1288.0,2,2,13799000
769,P1104,4,Built-up Area,RT Nagar,3,1743.0,3,0,15847000
255,P2117,3,Built-up Area,Yelahanka,2,1295.0,2,1,12194000
900,P1326,3,Super built-up Area,Jayanagar,3,1886.0,3,2,16573000
794,P2796,4,Plot Area,Thanisandra,3,2055.0,3,2,16465000
982,P2123,4,Built-up Area,BTM Layout,2,948.0,2,2,7996000
834,P2421,3,Built-up Area,Rajaji Nagar,2,1344.0,2,2,13916000
1067,P1659,3,Super built-up Area,Yeshwantpur,2,1289.0,2,1,7663000
186,P1531,5,Super built-up Area,KR Puram,4,2354.0,4,1,23679000
370,P1797,4,Plot Area,Thanisandra,2,989.0,2,2,7867000
715,P1377,3,Carpet Area,Jayanagar,3,1716.0,3,1,15036000
917,P2505,3,Carpet Area,Devanahalli,2,1387.0,2,2,10626000
175,P1288,3,Carpet Area,Koramangala,2,1078.0,2,1,5704000
795,P3382,4,Super built-up Area,Kanakapura Road,4,2574.0,4,1,16375000
522,P1805,5,Super built-up Area,Devanahalli,2,872.0,2,2,7490000
537,P1584,4,Built-up Area,KR Puram,3,2067.0,3,2,21882000
227,P2527,4,Built-up Area,Sarjapur Road,3,2072.0,3,2,14315000
829,P1069,3,Super built-up Area,KR Puram,2,1048.0,2,2,11494000
730,P1936,3,Plot Area,Bellandur,2,1056.0,2,2,6685000
379,P2057,4,Built-up Area,Kanakapura Road,4,2655.0,3,1,18037000
122,P2308,2,Built-up Area,Sarjapur Road,3,1337.0,3,2,8960000
405,P1393,4,Super built-up Area,Whitefield,3,1304.0,3,1,7051000
754,P3486,5,Carpet Area,Electronic City,1,561.0,1,1,4631000
576,P3155,4,Super built-up Area,Whitefield,3,1779.0,3,1,10378000
327,P2983,5,Super built-up Area,Kaggadasapura,3,1871.0,3,0,18820000
860,P1644,3,Plot Area,RT Nagar,4,2044.0,3,3,18842000
477,P1756,3,Super built-up Area,Devanahalli,2,1122.0,2,3,9568000
284,P1681,4,Carpet Area,BTM Layout,4,2085.0,4,3,16341000
1031,P2394,4,Super built-up Area,Malleshwaram,3,1550.0,3,1,8594000
679,P2954,4,Plot Area,Malleshwaram,1,690.0,1,0,3928000
626,P1430,4,Super built-up Area,Ramamurthy Nagar,3,1728.0,3,0,17961000
452,P3003,4,Carpet Area,Indiranagar,3,1387.0,3,2,10519000
872,P2180,5,Built-up Area,Whitefield,2,918.0,2,1,4837000
557,P3356,4,Super built-up Area,BTM Layout,3,1584.0,3,2,12831000
123,P2357,5,Super built-up Area,KR Puram,3,1928.0,3,0,19968000
1063,P2236,5,Carpet Area,Banashankari,3,2185.0,3,2,14179000
505,P3130,3,Plot Area,Bellandur,1,810.0,1,2,5639000
240,P3136,2,Built-up Area,Ramamurthy Nagar,2,994.0,2,2,11244000
421,P2012,4,Carpet Area,Jayanagar,3,1916.0,3,3,17192000
617,P2566,4,Plot Area,Yelahanka,2,1197.0,2,2,11043000
525,P2920,3,Plot Area,KR Puram,3,2057.0,3,1,21026000
106,P2725,4,Super built-up Area,Marathahalli,3,2150.0,3,2,20009000
1053,P2487,4,Super built-up Area,RT Nagar,2,901.0,2,3,7972000
584,P1398,4,Super built-up Area,Marathahalli,3,1922.0,3,2,17783000
569,P3095,3,Plot Area,Malleshwaram,1,559.0,1,2,3188000
269,P2121,3,Built-up Area,Bellandur,3,1516.0,3,1,10691000
387,P2655,2,Carpet Area,Marathahalli,2,947.0,2,2,8415000
662,P2693,3,Built-up Area,Hebbal,2,1222.0,2,2,6139000
115,P2199,4,Carpet Area,RT Nagar,2,1157.0,2,2,10179000
1050,P1721,2,Super built-up Area,Bannerghatta Road,2,892.0,2,1,7858000
145,P2601,5,Carpet Area,Hebbal,5,4174.0,4,2,22162000
716,P1651,4,Super built-up Area,KR Puram,3,1963.0,3,1,20368000
625,P1347,4,Plot Area,Jayanagar,2,1334.0,2,2,12470000
635,P2560,3,Plot Area,Devanahalli,2,863.0,2,2,6971000
330,P3471,2,Plot Area,Kanakapura Road,2,949.0,2,1,7055000
203,P3492,4,Carpet Area,Jayanagar,3,2118.0,3,0,19414000
655,P2976,4,Super built-up Area,Hebbal,2,1201.0,2,3,6212000
983,P1324,4,Built-up Area,Indiranagar,2,1118.0,2,2,9562000
519,P2892,5,Super built-up Area,Indiranagar,4,1915.0,3,1,15039000
478,P1653,5,Plot Area,KR Puram,3,1374.0,3,1,14095000
197,P2143,4,Super built-up Area,RT Nagar,3,1916.0,3,2,17372000
530,P2236,5,Carpet Area,Banashankari,3,2185.0,3,2,14179000
375,P2330,4,Plot Area,Frazer Town,5,4621.0,5,1,29357000
840,P3242,4,Plot Area,Malleshwaram,2,1051.0,2,1,5402000
734,P2603,5,Super built-up Area,Whitefield,1,799.0,1,2,4343000
194,P2324,4,Carpet Area,Bannerghatta Road,2,1346.0,2,2,12780000
1022,P2355,3,Built-up Area,Rajaji Nagar,1,788.0,1,2,8094000
503,P1105,5,Built-up Area,Bannerghatta Road,2,1356.0,2,2,12204000
536,P2169,4,Plot Area,RT Nagar,2,1376.0,2,3,12685000
343,P1528,4,Built-up Area,KR Puram,1,753.0,1,2,7944000
484,P1425,5,Super built-up Area,Banashankari,3,1555.0,3,3,10003000
942,P2950,1,Built-up Area,Kanakapura Road,3,1853.0,3,3,12314000
157,P3496,2,Built-up Area,Hebbal,2,1113.0,2,1,6084000
906,P1803,5,Plot Area,Yeshwantpur,2,880.0,2,2,5317000
965,P2966,5,Carpet Area,Frazer Town,1,736.0,1,2,5703000
783,P2089,5,Built-up Area,Bannerghatta Road,2,1272.0,2,2,12239000
483,P2037,3,Carpet Area,RT Nagar,2,1150.0,2,1,11198000
1011,P1373,4,Carpet Area,Marathahalli,2,1338.0,2,0,12119000
126,P1116,4,Built-up Area,Sarjapur Road,2,1105.0,2,1,7317000
662,P3059,2,Plot Area,BTM Layout,3,1669.0,3,3,13022000
677,P2168,3,Built-up Area,Jayanagar,2,1241.0,2,1,10907000
756,P2646,3,Carpet Area,Whitefield,4,2097.0,4,0,10684000
148,P1662,2,Plot Area,Yeshwantpur,3,1512.0,3,1,8205000
641,P2608,4,Super built-up Area,Yelahanka,1,845.0,1,2,8242000
912,P1624,4,Built-up Area,Sarjapur Road,3,1566.0,3,2,11258000
518,P3384,5,Built-up Area,Devanahalli,2,1138.0,2,1,9007000
136,P2167,4,Super built-up Area,Bannerghatta Road,3,1513.0,3,1,14171000
411,P1615,4,Built-up Area,Rajaji Nagar,3,1413.0,3,2,14888000
632,P1704,4,Built-up Area,Frazer Town,3,2108.0,3,3,14224000
928,P2673,1,Carpet Area,Whitefield,5,3628.0,6,2,18207000
163,P1894,3,Carpet Area,Whitefield,2,1206.0,2,3,7304000
980,P2640,2,Plot Area,Rajaji Nagar,2,947.0,2,1,10489000
871,P1872,5,Carpet Area,Ramamurthy Nagar,2,1201.0,2,2,12111000
555,P1595,4,Built-up Area,Koramangala,3,1337.0,3,2,8155000
1001,P1873,3,Built-up Area,Frazer Town,2,1041.0,2,2,7863000
837,P1110,4,Carpet Area,Yeshwantpur,2,1320.0,2,2,7168000
390,P1665,2,Built-up Area,RT Nagar,2,882.0,2,2,8676000
537,P3108,5,Plot Area,Whitefield,2,1315.0,2,2,7608000
477,P1999,2,Plot Area,Hebbal,2,1191.0,2,2,7029000
687,P2918,4,Plot Area,Ramamurthy Nagar,2,1360.0,2,1,14653000
186,P1269,5,Super built-up Area,Frazer Town,3,1718.0,3,2,11368000
1035,P1136,2,Super built-up Area,Bannerghatta Road,3,1805.0,3,1,16766000
644,P1540,4,Super built-up Area,Kaggadasapura,3,1894.0,3,0,19958000
514,P2383,1,Built-up Area,Banashankari,3,1808.0,3,3,12427000
516,P2871,3,Plot Area,Whitefield,3,2108.0,3,0,11748000
328,P1634,3,Built-up Area,Bannerghatta Road,3,1626.0,3,3,15496000
498,P2726,3,Built-up Area,Yeshwantpur,2,1364.0,2,1,8159000
660,P3106,3,Carpet Area,KR Puram,4,2525.0,3,1,26366000
825,P1878,4,Super built-up Area,BTM Layout,3,1365.0,3,2,11475000
601,P1432,4,Plot Area,Indiranagar,4,2730.0,3,2,20949000
504,P2887,3,Built-up Area,Bannerghatta Road,2,1384.0,2,0,13208000
371,P3435,1,Built-up Area,Rajaji Nagar,3,1434.0,3,2,15346000
743,P2730,2,Super built-up Area,Kanakapura Road,5,3399.0,4,0,22517000
417,P2058,5,Plot Area,Devanahalli,4,3173.0,3,1,24300000
331,P3374,4,Plot Area,Whitefield,3,2021.0,3,1,11173000
630,P1529,2,Plot Area,Koramangala,2,1174.0,2,3,6032000
1005,P3281,5,Super built-up Area,Ramamurthy Nagar,4,3300.0,4,1,33530000
632,P3132,2,Plot Area,Rajaji Nagar,2,1261.0,2,1,13131000
517,P1070,4,Carpet Area,Electronic City,1,848.0,1,2,6494000
471,P2549,4,Super built-up Area,HSR Layout,4,3045.0,3,1,31268000
1016,P3195,5,Super built-up Area,Bellandur,5,2694.0,4,1,16977000
855,P2829,5,Carpet Area,Sarjapur Road,2,1114.0,2,3,7770000
159,P1852,1,Built-up Area,Malleshwaram,1,724.0,1,2,3993000
372,P2245,3,Carpet Area,Yelahanka,2,1071.0,2,2,9873000
369,P3150,4,Super built-up Area,Bellandur,3,1931.0,3,2,12952000
107,P2032,5,Carpet Area,Bannerghatta Road,2,956.0,2,2,9656000
122,P1334,3,Carpet Area,Bellandur,3,1471.0,3,0,10612000
813,P2807,3,Super built-up Area,BTM Layout,2,1281.0,2,1,10413000
675,P1439,3,Carpet Area,Whitefield,3,1893.0,3,1,9837000
974,P1890,5,Carpet Area,Jayanagar,4,2951.0,4,1,25922000
935,P2745,3,Plot Area,Banashankari,3,2080.0,3,1,13131000
976,P1958,5,Carpet Area,Rajaji Nagar,2,880.0,2,3,9805000
1023,P2262,1,Built-up Area,Kaggadasapura,1,771.0,1,0,8912000
368,P1260,4,Plot Area,KR Puram,1,809.0,1,1,8448000
575,P3252,4,Super built-up Area,Yelahanka,3,1914.0,3,2,18082000
671,P2694,3,Built-up Area,Frazer Town,2,1220.0,2,2,8171000
689,P2866,3,Super built-up Area,Malleshwaram,3,1857.0,3,0,9797000
184,P3335,1,Built-up Area,Yelahanka,3,2039.0,3,0,18769000
1009,P2852,3,Plot Area,Ramamurthy Nagar,3,1413.0,3,1,14160000
416,P1855,4,Carpet Area,Jayanagar,2,1400.0,2,1,13715000
494,P2976,5,Super built-up Area,Hebbal,2,1201.0,2,3,6212000
725,P2328,4,Super built-up Area,Electronic City,3,1478.0,3,1,11254000
206,P3067,5,Plot Area,KR Puram,4,2569.0,4,2,26020000
925,P3313,5,Carpet Area,Frazer Town,3,1403.0,3,1,8973000
1094,P1350,3,Built-up Area,HSR Layout,3,1332.0,3,2,13609000
903,P3332,4,Built-up Area,Bannerghatta Road,3,1934.0,3,2,18162000
326,P2608,4,Super built-up Area,Yelahanka,1,845.0,1,2,8242000
491,P1661,3,Plot Area,Kaggadasapura,3,2060.0,3,1,20777000
786,P2299,5,Carpet Area,Kaggadasapura,3,1668.0,3,2,16699000
619,P1581,4,Plot Area,Bellandur,3,2104.0,3,3,13800000
686,P1480,3,Super built-up Area,Indiranagar,5,5064.0,4,2,39281000
456,P2208,3,Built-up Area,RT Nagar,2,925.0,2,1,9491000
151,P2478,1,Super built-up Area,Indiranagar,1,834.0,1,2,6961000
769,P2304,3,Built-up Area,Indiranagar,4,2812.0,3,2,22281000
751,P1993,4,Built-up Area,Kaggadasapura,3,1652.0,3,3,16885000
1038,P2175,5,Super built-up Area,Koramangala,2,1220.0,2,3,7241000
939,P2642,5,Built-up Area,Kanakapura Road,4,2290.0,3,2,15457000
129,P2958,5,Built-up Area,Koramangala,5,5525.0,4,2,28827000
678,P2306,3,Plot Area,KR Puram,1,516.0,1,1,6224000
633,P1892,2,Carpet Area,Jayanagar,3,1928.0,3,2,17859000
647,P2723,2,Carpet Area,Ramamurthy Nagar,3,1642.0,3,3,17403000
862,P2701,4,Carpet Area,Koramangala,3,2017.0,3,3,10994000
812,P2225,1,Plot Area,Bannerghatta Road,2,1372.0,2,2,13406000
1096,P2636,2,Plot Area,KR Puram,5,3670.0,4,1,37891000
549,P1484,5,Carpet Area,Frazer Town,2,1307.0,2,1,8717000
143,P1495,5,Super built-up Area,Bellandur,3,1749.0,3,1,11460000
785,P1900,4,Carpet Area,BTM Layout,1,762.0,1,3,5993000
235,P1215,2,Carpet Area,Bannerghatta Road,3,1718.0,3,2,15961000
226,P1612,3,Super built-up Area,Koramangala,2,1029.0,2,2,5825000
396,P2431,4,Carpet Area,Kaggadasapura,3,1827.0,3,1,19758000
776,P1770,3,Plot Area,Banashankari,5,5034.0,4,0,31813000
965,P1607,5,Super built-up Area,Bannerghatta Road,2,1331.0,2,0,12676000
857,P1455,3,Super built-up Area,Kanakapura Road,3,2142.0,3,2,13509000
338,P1147,2,Super built-up Area,Malleshwaram,3,1523.0,3,2,7921000
413,P2915,4,Super built-up Area,Bannerghatta Road,1,761.0,1,1,7660000
235,P1387,3,Plot Area,HSR Layout,2,984.0,2,2,10719000
982,P1001,4,Carpet Area,Indiranagar,1,778.0,1,2,6597000
226,P2442,4,Built-up Area,Ramamurthy Nagar,3,1893.0,3,2,19666000
228,P2389,2,Built-up Area,Hebbal,1,600.0,1,3,3654000
551,P3325,1,Carpet Area,Whitefield,3,2140.0,3,2,11167000
269,P2196,2,Built-up Area,Banashankari,3,1439.0,3,2,9293000
843,P2724,4,Plot Area,Whitefield,3,2026.0,3,1,10944000
348,P1516,4,Super built-up Area,KR Puram,3,1529.0,3,3,16403000
794,P1875,5,Built-up Area,HSR Layout,3,1312.0,3,2,13438000
332,P1884,3,Built-up Area,Kanakapura Road,3,1520.0,3,2,10385000
562,P2576,3,Built-up Area,Thanisandra,2,1155.0,2,1,9012000
444,P1074,4,Plot Area,Sarjapur Road,4,3413.0,4,2,22745000
807,P2277,4,Plot Area,Whitefield,2,1169.0,2,0,7103000
950,P3157,5,Built-up Area,Bellandur,3,1687.0,3,3,10968000
762,P2167,3,Super built-up Area,Bannerghatta Road,3,1513.0,3,1,14171000
524,P2049,4,Plot Area,Devanahalli,2,1091.0,2,1,8302000
966,P3480,2,Carpet Area,Devanahalli,2,1083.0,2,1,8186000
405,P2743,4,Plot Area,Jayanagar,2,1039.0,2,1,9789000
951,P3342,5,Carpet Area,Bellandur,2,888.0,2,2,6007000
784,P1615,3,Built-up Area,Rajaji Nagar,3,1413.0,3,2,14888000
376,P1727,2,Carpet Area,Kanakapura Road,2,1386.0,2,2,9749000
361,P1896,4,Built-up Area,Rajaji Nagar,3,1609.0,3,3,16898000
1041,P2804,3,Super built-up Area,Bellandur,2,1245.0,2,0,8923000
735,P2531,2,Built-up Area,Kanakapura Road,1,603.0,1,2,4420000
306,P3473,3,Super built-up Area,Kanakapura Road,4,1816.0,4,1,12394000
430,P3260,2,Plot Area,Frazer Town,2,1399.0,2,1,9585000
1004,P1407,4,Super built-up Area,Kanakapura Road,2,968.0,2,3,6527000
1059,P2104,2,Built-up Area,Whitefield,2,1132.0,2,2,6159000
511,P2705,5,Super built-up Area,Thanisandra,2,1297.0,2,2,10332000
234,P1161,3,Built-up Area,Frazer Town,2,1070.0,2,2,8096000
132,P1220,5,Carpet Area,Thanisandra,2,1119.0,2,2,8406000
891,P3432,4,Super built-up Area,Thanisandra,1,641.0,1,3,5962000
632,P2665,3,Plot Area,Hebbal,3,2168.0,3,3,11083000
784,P3283,1,Carpet Area,Marathahalli,4,3004.0,3,3,27704000
837,P2620,4,Plot Area,Kanakapura Road,3,1372.0,3,2,8989000
630,P1422,4,Built-up Area,Jayanagar,2,1176.0,2,1,10348000
200,P2507,3,Built-up Area,Indiranagar,5,3767.0,5,2,29581000
805,P1554,5,Plot Area,Devanahalli,3,1579.0,3,1,12330000
465,P1375,3,Super built-up Area,Bannerghatta Road,1,747.0,1,1,7303000
555,P3303,3,Built-up Area,Bannerghatta Road,3,2023.0,3,1,17947000
704,P2061,2,Plot Area,Koramangala,5,4345.0,6,3,22716000
539,P3157,4,Built-up Area,Bellandur,3,1687.0,3,3,10968000
1008,P2914,4,Built-up Area,Bannerghatta Road,2,1045.0,2,2,9457000
775,P2100,4,Carpet Area,HSR Layout,3,1410.0,3,3,15481000
387,P1458,5,Built-up Area,Thanisandra,3,1808.0,3,2,14119000
361,P3383,3,Carpet Area,Hebbal,3,1906.0,3,2,10347000
679,P1987,4,Built-up Area,Bellandur,4,2182.0,4,1,15036000
485,P2303,4,Super built-up Area,Jayanagar,2,1051.0,2,2,9479000
365,P1727,2,Carpet Area,Kanakapura Road,2,1386.0,2,2,9749000
111,P1521,4,Plot Area,Electronic City,3,1967.0,3,1,15190000
143,P1745,4,Plot Area,Rajaji Nagar,2,1009.0,2,3,11564000
912,P2511,5,Built-up Area,Yelahanka,2,1156.0,2,1,10954000
812,P1594,5,Built-up Area,BTM Layout,2,854.0,2,1,6867000
1089,P2853,4,Built-up Area,Electronic City,2,944.0,2,2,8484000
891,P2810,4,Built-up Area,Banashankari,3,1522.0,3,2,9683000
516,P1994,4,Carpet Area,HSR Layout,1,400.0,1,1,5134000
605,P1868,4,Super built-up Area,Bellandur,2,1183.0,2,1,8347000
652,P2682,3,Built-up Area,KR Puram,4,1863.0,3,0,19784000
570,P1354,4,Carpet Area,Whitefield,3,2119.0,3,1,10622000
622,P2858,2,Built-up Area,Frazer Town,4,2107.0,4,2,14610000
162,P2509,3,Built-up Area,Thanisandra,2,1193.0,2,2,9748000
617,P2465,4,Built-up Area,Marathahalli,3,1936.0,3,2,17148000
600,P2642,1,Built-up Area,Kanakapura Road,4,2290.0,3,2,15457000
1018,P1041,4,Super built-up Area,RT Nagar,1,764.0,1,2,7231000
1072,P3348,5,Super built-up Area,Kanakapura Road,3,1529.0,3,1,10312000
422,P3493,1,Built-up Area,Rajaji Nagar,5,5465.0,6,1,55200000
936,P3473,4,Super built-up Area,Kanakapura Road,4,1816.0,4,1,12394000
421,P1961,3,Carpet Area,HSR Layout,3,1673.0,3,1,17068000
1068,P2105,4,Built-up Area,Indiranagar,2,974.0,2,0,7634000
525,P2302,4,Built-up Area,Indiranagar,2,862.0,2,3,7283000
448,P2088,5,Carpet Area,BTM Layout,2,1335.0,2,3,11131000
188,P1504,3,Super built-up Area,Rajaji Nagar,2,1206.0,2,2,13417000
164,P2530,5,Super built-up Area,Yelahanka,3,2074.0,3,1,18640000
483,P3481,4,Plot Area,Devanahalli,2,1138.0,2,1,8635000
927,P1133,3,Built-up Area,Rajaji Nagar,4,2634.0,3,2,27294000
962,P2545,5,Plot Area,Bellandur,5,5994.0,5,2,38604000
140,P3202,5,Plot Area,Bellandur,1,454.0,1,0,4249000
649,P2392,3,Built-up Area,Ramamurthy Nagar,5,3942.0,5,2,40001000
581,P2819,4,Built-up Area,Electronic City,2,924.0,2,2,8416000
168,P1173,4,Plot Area,Bannerghatta Road,2,915.0,2,3,9058000
669,P1510,4,Carpet Area,Kanakapura Road,2,1287.0,2,1,8667000
1062,P1250,4,Super built-up Area,Yeshwantpur,4,2942.0,4,0,15732000
933,P1266,5,Carpet Area,Bannerghatta Road,2,1374.0,2,1,13423000
407,P1009,4,Plot Area,HSR Layout,3,1476.0,3,2,16122000
907,P1802,2,Built-up Area,Rajaji Nagar,3,1781.0,3,1,19302000
916,P2143,4,Super built-up Area,RT Nagar,3,1916.0,3,2,17372000
1073,P1242,3,Super built-up Area,HSR Layout,1,658.0,1,1,8070000
513,P1653,4,Plot Area,KR Puram,3,1374.0,3,1,14095000
289,P1276,4,Super built-up Area,BTM Layout,2,1290.0,2,1,10267000
715,P3340,4,Carpet Area,Frazer Town,1,593.0,1,2,4601000
515,P3252,4,Super built-up Area,Yelahanka,3,1914.0,3,2,18082000
675,P1202,3,Super built-up Area,KR Puram,2,1299.0,2,1,13325000
718,P2999,1,Super built-up Area,Bellandur,2,1387.0,2,1,9207000
1052,P2274,4,Plot Area,Malleshwaram,5,3489.0,5,2,17673000
808,P1982,3,Plot Area,Yelahanka,3,2174.0,3,1,19822000
579,P2890,4,Plot Area,Hebbal,2,1060.0,2,1,5666000
120,P2826,2,Carpet Area,Ramamurthy Nagar,3,2156.0,3,1,22199000
652,P1868,2,Super built-up Area,Bellandur,2,1183.0,2,1,8347000
411,P2480,5,Built-up Area,Electronic City,2,967.0,2,2,7456000
166,P1034,3,Built-up Area,KR Puram,3,2176.0,3,2,21841000
369,P2697,4,Plot Area,Frazer Town,2,990.0,2,0,6806000
283,P1725,3,Super built-up Area,Bellandur,3,1573.0,3,1,10338000
761,P1045,4,Carpet Area,Kaggadasapura,3,2200.0,3,1,22116000
445,P2607,3,Carpet Area,Jayanagar,2,1029.0,2,2,9221000
243,P1135,2,Carpet Area,Marathahalli,4,2467.0,4,2,22970000
198,P2709,4,Built-up Area,Rajaji Nagar,2,1167.0,2,0,12472000
586,P2521,4,Carpet Area,Frazer Town,2,1368.0,2,2,9893000
974,P3135,2,Carpet Area,Whitefield,1,718.0,1,1,5081000
829,P1616,4,Super built-up Area,Indiranagar,2,943.0,2,2,7505000
537,P2850,3,Carpet Area,Kaggadasapura,3,1929.0,3,2,19801000
818,P3283,3,Carpet Area,Marathahalli,4,3004.0,3,3,27704000
1087,P2559,3,Plot Area,Kanakapura Road,2,1254.0,2,1,8359000
939,P1644,4,Plot Area,RT Nagar,4,2044.0,3,3,18842000
817,P2934,4,Plot Area,Bannerghatta Road,2,878.0,2,1,8153000
346,P3068,4,Built-up Area,Bellandur,1,531.0,1,1,4728000
402,P2443,3,Built-up Area,RT Nagar,2,984.0,2,2,9155000
224,P3156,3,Super built-up Area,Devanahalli,1,651.0,1,2,5124000
255,P3073,3,Plot Area,Ramamurthy Nagar,2,948.0,2,1,10053000
664,P3416,1,Carpet Area,Kanakapura Road,2,923.0,2,0,6829000
197,P1869,5,Built-up Area,Jayanagar,3,1780.0,3,1,15710000
888,P1269,4,Super built-up Area,Frazer Town,3,1718.0,3,2,11368000
754,P1576,4,Plot Area,Ramamurthy Nagar,3,1445.0,3,2,15146000
944,P2880,4,Built-up Area,Jayanagar,2,1316.0,2,1,12166000
667,P3318,3,Super built-up Area,BTM Layout,2,1164.0,2,1,9613000
965,P2740,5,Super built-up Area,Bellandur,3,1742.0,3,2,11943000
863,P1187,3,Carpet Area,Thanisandra,3,1426.0,3,2,10914000
828,P3282,4,Plot Area,HSR Layout,3,1987.0,3,3,21297000
360,P2136,4,Carpet Area,Sarjapur Road,3,1869.0,3,2,13010000
493,P1849,1,Carpet Area,Thanisandra,2,1237.0,2,1,10138000
1022,P3165,3,Built-up Area,Yeshwantpur,3,1663.0,3,2,8555000
306,P1818,4,Built-up Area,Yelahanka,2,1239.0,2,1,11443000
794,P1885,5,Plot Area,Bannerghatta Road,3,1809.0,3,2,16137000
1025,P1053,4,Built-up Area,RT Nagar,2,975.0,2,3,8716000
229,P1066,3,Carpet Area,Devanahalli,2,1090.0,2,0,9394000
452,P2680,1,Carpet Area,KR Puram,2,1355.0,2,2,13777000
928,P2635,4,Carpet Area,Malleshwaram,3,2186.0,3,2,11612000
363,P3178,4,Built-up Area,Bellandur,3,1897.0,3,1,12648000
122,P1714,5,Plot Area,Indiranagar,2,1312.0,2,1,9954000
503,P1859,1,Carpet Area,Kaggadasapura,2,887.0,2,2,9178000
915,P1302,4,Carpet Area,Electronic City,3,2124.0,3,1,17324000
990,P1096,4,Super built-up Area,Frazer Town,4,2910.0,3,1,18683000
211,P3451,3,Super built-up Area,RT Nagar,4,2666.0,4,1,23548000
192,P2719,4,Built-up Area,Marathahalli,1,631.0,1,2,6303000
